,policy_names,perf,cost,risk,perfVector,policy_num,policy
85,"['Manual', 'Sensor', 'CR6 Datalogger', 'Cloud', 'On/Off Control', 'Rachio']",2.2,1606.5,0.5,"{'yield': 0.45000000000000007, 'electricity': 0.5, 'water': 0.5, 'pesticides': 0.1, 'labor': 0.65}",6,"[<Decision_Model.decision_model.Decision object at 0x7f960b516790>, <Decision_Model.decision_model.Decision object at 0x7f960b5166d0>, <Decision_Model.decision_model.Decision object at 0x7f960b516670>, <Decision_Model.decision_model.Decision object at 0x7f960b5165e0>, <Decision_Model.decision_model.Decision object at 0x7f960b516580>, <Decision_Model.decision_model.Decision object at 0x7f960b5164f0>]"
86,"['Manual', 'Sensor', 'CR6 Datalogger', 'Cloud', 'On/Off Control', 'Raspberry Pi']",2.2,1601.5,0.5,"{'yield': 0.45000000000000007, 'electricity': 0.5, 'water': 0.5, 'pesticides': 0.1, 'labor': 0.65}",6,"[<Decision_Model.decision_model.Decision object at 0x7f960b516790>, <Decision_Model.decision_model.Decision object at 0x7f960b5166d0>, <Decision_Model.decision_model.Decision object at 0x7f960b516670>, <Decision_Model.decision_model.Decision object at 0x7f960b5165e0>, <Decision_Model.decision_model.Decision object at 0x7f960b516580>, <Decision_Model.decision_model.Decision object at 0x7f960b5164c0>]"
87,"['Manual', 'Sensor', 'CR6 Datalogger', 'Cloud', 'Scheduling', 'B-Hyve Smart Hose']",2.0,1601.65,0.5,"{'yield': 0.45000000000000007, 'electricity': 0.5, 'water': 0.5, 'pesticides': 0.1, 'labor': 0.44999999999999996}",6,"[<Decision_Model.decision_model.Decision object at 0x7f960b516790>, <Decision_Model.decision_model.Decision object at 0x7f960b5166d0>, <Decision_Model.decision_model.Decision object at 0x7f960b516670>, <Decision_Model.decision_model.Decision object at 0x7f960b5165e0>, <Decision_Model.decision_model.Decision object at 0x7f960b516550>, <Decision_Model.decision_model.Decision object at 0x7f960b516520>]"
88,"['Manual', 'Sensor', 'CR6 Datalogger', 'Cloud', 'Scheduling', 'Rachio']",1.9000000000000004,1606.5,0.5,"{'yield': 0.45000000000000007, 'electricity': 0.5, 'water': 0.5, 'pesticides': 0.1, 'labor': 0.35}",6,"[<Decision_Model.decision_model.Decision object at 0x7f960b516790>, <Decision_Model.decision_model.Decision object at 0x7f960b5166d0>, <Decision_Model.decision_model.Decision object at 0x7f960b516670>, <Decision_Model.decision_model.Decision object at 0x7f960b5165e0>, <Decision_Model.decision_model.Decision object at 0x7f960b516550>, <Decision_Model.decision_model.Decision object at 0x7f960b5164f0>]"
89,"['Manual', 'Sensor', 'CR6 Datalogger', 'Cloud', 'Scheduling', 'Raspberry Pi']",1.9000000000000004,1601.5,0.5,"{'yield': 0.45000000000000007, 'electricity': 0.5, 'water': 0.5, 'pesticides': 0.1, 'labor': 0.35}",6,"[<Decision_Model.decision_model.Decision object at 0x7f960b516790>, <Decision_Model.decision_model.Decision object at 0x7f960b5166d0>, <Decision_Model.decision_model.Decision object at 0x7f960b516670>, <Decision_Model.decision_model.Decision object at 0x7f960b5165e0>, <Decision_Model.decision_model.Decision object at 0x7f960b516550>, <Decision_Model.decision_model.Decision object at 0x7f960b5164c0>]"
90,"['Manual', 'Sensor', 'Arduino', 'Raspberry Pi', 'Model Predictive Control', 'B-Hyve Smart Hose']",2.5,1151.65,0.5,"{'yield': 0.6000000000000001, 'electricity': 0.3, 'water': 0.6000000000000001, 'pesticides': 0.2, 'labor': 0.7999999999999999}",6,"[<Decision_Model.decision_model.Decision object at 0x7f960b516790>, <Decision_Model.decision_model.Decision object at 0x7f960b5166d0>, <Decision_Model.decision_model.Decision object at 0x7f960b516640>, <Decision_Model.decision_model.Decision object at 0x7f960b516610>, <Decision_Model.decision_model.Decision object at 0x7f960b5165b0>, <Decision_Model.decision_model.Decision object at 0x7f960b516520>]"
91,"['Manual', 'Sensor', 'Arduino', 'Raspberry Pi', 'Model Predictive Control', 'Rachio']",2.4000000000000004,1156.5,0.5,"{'yield': 0.6000000000000001, 'electricity': 0.3, 'water': 0.6000000000000001, 'pesticides': 0.2, 'labor': 0.7}",6,"[<Decision_Model.decision_model.Decision object at 0x7f960b516790>, <Decision_Model.decision_model.Decision object at 0x7f960b5166d0>, <Decision_Model.decision_model.Decision object at 0x7f960b516640>, <Decision_Model.decision_model.Decision object at 0x7f960b516610>, <Decision_Model.decision_model.Decision object at 0x7f960b5165b0>, <Decision_Model.decision_model.Decision object at 0x7f960b5164f0>]"
92,"['Manual', 'Sensor', 'Arduino', 'Raspberry Pi', 'Model Predictive Control', 'Raspberry Pi']",2.4000000000000004,1151.5,0.5,"{'yield': 0.6000000000000001, 'electricity': 0.3, 'water': 0.6000000000000001, 'pesticides': 0.2, 'labor': 0.7}",6,"[<Decision_Model.decision_model.Decision object at 0x7f960b516790>, <Decision_Model.decision_model.Decision object at 0x7f960b5166d0>, <Decision_Model.decision_model.Decision object at 0x7f960b516640>, <Decision_Model.decision_model.Decision object at 0x7f960b516610>, <Decision_Model.decision_model.Decision object at 0x7f960b5165b0>, <Decision_Model.decision_model.Decision object at 0x7f960b5164c0>]"
93,"['Manual', 'Sensor', 'Arduino', 'Raspberry Pi', 'On/Off Control', 'B-Hyve Smart Hose']",2.5,1151.65,0.5,"{'yield': 0.6000000000000001, 'electricity': 0.3, 'water': 0.6000000000000001, 'pesticides': 0.2, 'labor': 0.7999999999999999}",6,"[<Decision_Model.decision_model.Decision object at 0x7f960b516790>, <Decision_Model.decision_model.Decision object at 0x7f960b5166d0>, <Decision_Model.decision_model.Decision object at 0x7f960b516640>, <Decision_Model.decision_model.Decision object at 0x7f960b516610>, <Decision_Model.decision_model.Decision object at 0x7f960b516580>, <Decision_Model.decision_model.Decision object at 0x7f960b516520>]"
94,"['Manual', 'Sensor', 'Arduino', 'Raspberry Pi', 'On/Off Control', 'Rachio']",2.4000000000000004,1156.5,0.5,"{'yield': 0.6000000000000001, 'electricity': 0.3, 'water': 0.6000000000000001, 'pesticides': 0.2, 'labor': 0.7}",6,"[<Decision_Model.decision_model.Decision object at 0x7f960b516790>, <Decision_Model.decision_model.Decision object at 0x7f960b5166d0>, <Decision_Model.decision_model.Decision object at 0x7f960b516640>, <Decision_Model.decision_model.Decision object at 0x7f960b516610>, <Decision_Model.decision_model.Decision object at 0x7f960b516580>, <Decision_Model.decision_model.Decision object at 0x7f960b5164f0>]"
95,"['Manual', 'Sensor', 'Arduino', 'Raspberry Pi', 'On/Off Control', 'Raspberry Pi']",2.4000000000000004,1151.5,0.5,"{'yield': 0.6000000000000001, 'electricity': 0.3, 'water': 0.6000000000000001, 'pesticides': 0.2, 'labor': 0.7}",6,"[<Decision_Model.decision_model.Decision object at 0x7f960b516790>, <Decision_Model.decision_model.Decision object at 0x7f960b5166d0>, <Decision_Model.decision_model.Decision object at 0x7f960b516640>, <Decision_Model.decision_model.Decision object at 0x7f960b516610>, <Decision_Model.decision_model.Decision object at 0x7f960b516580>, <Decision_Model.decision_model.Decision object at 0x7f960b5164c0>]"
96,"['Manual', 'Sensor', 'Arduino', 'Raspberry Pi', 'Scheduling', 'B-Hyve Smart Hose']",2.2,1151.65,0.5,"{'yield': 0.6000000000000001, 'electricity': 0.3, 'water': 0.6000000000000001, 'pesticides': 0.2, 'labor': 0.5}",6,"[<Decision_Model.decision_model.Decision object at 0x7f960b516790>, <Decision_Model.decision_model.Decision object at 0x7f960b5166d0>, <Decision_Model.decision_model.Decision object at 0x7f960b516640>, <Decision_Model.decision_model.Decision object at 0x7f960b516610>, <Decision_Model.decision_model.Decision object at 0x7f960b516550>, <Decision_Model.decision_model.Decision object at 0x7f960b516520>]"
97,"['Manual', 'Sensor', 'Arduino', 'Raspberry Pi', 'Scheduling', 'Rachio']",2.1,1156.5,0.5,"{'yield': 0.6000000000000001, 'electricity': 0.3, 'water': 0.6000000000000001, 'pesticides': 0.2, 'labor': 0.4}",6,"[<Decision_Model.decision_model.Decision object at 0x7f960b516790>, <Decision_Model.decision_model.Decision object at 0x7f960b5166d0>, <Decision_Model.decision_model.Decision object at 0x7f960b516640>, <Decision_Model.decision_model.Decision object at 0x7f960b516610>, <Decision_Model.decision_model.Decision object at 0x7f960b516550>, <Decision_Model.decision_model.Decision object at 0x7f960b5164f0>]"
98,"['Manual', 'Sensor', 'Arduino', 'Raspberry Pi', 'Scheduling', 'Raspberry Pi']",2.1,1151.5,0.5,"{'yield': 0.6000000000000001, 'electricity': 0.3, 'water': 0.6000000000000001, 'pesticides': 0.2, 'labor': 0.4}",6,"[<Decision_Model.decision_model.Decision object at 0x7f960b516790>, <Decision_Model.decision_model.Decision object at 0x7f960b5166d0>, <Decision_Model.decision_model.Decision object at 0x7f960b516640>, <Decision_Model.decision_model.Decision object at 0x7f960b516610>, <Decision_Model.decision_model.Decision object at 0x7f960b516550>, <Decision_Model.decision_model.Decision object at 0x7f960b5164c0>]"
99,"['Manual', 'Sensor', 'Arduino', 'Cloud', 'Model Predictive Control', 'B-Hyve Smart Hose']",2.5,1116.65,0.5,"{'yield': 0.6000000000000001, 'electricity': 0.3, 'water': 0.6000000000000001, 'pesticides': 0.2, 'labor': 0.7999999999999999}",6,"[<Decision_Model.decision_model.Decision object at 0x7f960b516790>, <Decision_Model.decision_model.Decision object at 0x7f960b5166d0>, <Decision_Model.decision_model.Decision object at 0x7f960b516640>, <Decision_Model.decision_model.Decision object at 0x7f960b5165e0>, <Decision_Model.decision_model.Decision object at 0x7f960b5165b0>, <Decision_Model.decision_model.Decision object at 0x7f960b516520>]"
100,"['Manual', 'Sensor', 'Arduino', 'Cloud', 'Model Predictive Control', 'Rachio']",2.4000000000000004,1121.5,0.5,"{'yield': 0.6000000000000001, 'electricity': 0.3, 'water': 0.6000000000000001, 'pesticides': 0.2, 'labor': 0.7}",6,"[<Decision_Model.decision_model.Decision object at 0x7f960b516790>, <Decision_Model.decision_model.Decision object at 0x7f960b5166d0>, <Decision_Model.decision_model.Decision object at 0x7f960b516640>, <Decision_Model.decision_model.Decision object at 0x7f960b5165e0>, <Decision_Model.decision_model.Decision object at 0x7f960b5165b0>, <Decision_Model.decision_model.Decision object at 0x7f960b5164f0>]"
101,"['Manual', 'Sensor', 'Arduino', 'Cloud', 'Model Predictive Control', 'Raspberry Pi']",2.4000000000000004,1116.5,0.5,"{'yield': 0.6000000000000001, 'electricity': 0.3, 'water': 0.6000000000000001, 'pesticides': 0.2, 'labor': 0.7}",6,"[<Decision_Model.decision_model.Decision object at 0x7f960b516790>, <Decision_Model.decision_model.Decision object at 0x7f960b5166d0>, <Decision_Model.decision_model.Decision object at 0x7f960b516640>, <Decision_Model.decision_model.Decision object at 0x7f960b5165e0>, <Decision_Model.decision_model.Decision object at 0x7f960b5165b0>, <Decision_Model.decision_model.Decision object at 0x7f960b5164c0>]"
102,"['Manual', 'Sensor', 'Arduino', 'Cloud', 'On/Off Control', 'B-Hyve Smart Hose']",2.5,1116.65,0.5,"{'yield': 0.6000000000000001, 'electricity': 0.3, 'water': 0.6000000000000001, 'pesticides': 0.2, 'labor': 0.7999999999999999}",6,"[<Decision_Model.decision_model.Decision object at 0x7f960b516790>, <Decision_Model.decision_model.Decision object at 0x7f960b5166d0>, <Decision_Model.decision_model.Decision object at 0x7f960b516640>, <Decision_Model.decision_model.Decision object at 0x7f960b5165e0>, <Decision_Model.decision_model.Decision object at 0x7f960b516580>, <Decision_Model.decision_model.Decision object at 0x7f960b516520>]"
103,"['Manual', 'Sensor', 'Arduino', 'Cloud', 'On/Off Control', 'Rachio']",2.4000000000000004,1121.5,0.5,"{'yield': 0.6000000000000001, 'electricity': 0.3, 'water': 0.6000000000000001, 'pesticides': 0.2, 'labor': 0.7}",6,"[<Decision_Model.decision_model.Decision object at 0x7f960b516790>, <Decision_Model.decision_model.Decision object at 0x7f960b5166d0>, <Decision_Model.decision_model.Decision object at 0x7f960b516640>, <Decision_Model.decision_model.Decision object at 0x7f960b5165e0>, <Decision_Model.decision_model.Decision object at 0x7f960b516580>, <Decision_Model.decision_model.Decision object at 0x7f960b5164f0>]"
104,"['Manual', 'Sensor', 'Arduino', 'Cloud', 'On/Off Control', 'Raspberry Pi']",2.4000000000000004,1116.5,0.5,"{'yield': 0.6000000000000001, 'electricity': 0.3, 'water': 0.6000000000000001, 'pesticides': 0.2, 'labor': 0.7}",6,"[<Decision_Model.decision_model.Decision object at 0x7f960b516790>, <Decision_Model.decision_model.Decision object at 0x7f960b5166d0>, <Decision_Model.decision_model.Decision object at 0x7f960b516640>, <Decision_Model.decision_model.Decision object at 0x7f960b5165e0>, <Decision_Model.decision_model.Decision object at 0x7f960b516580>, <Decision_Model.decision_model.Decision object at 0x7f960b5164c0>]"
105,"['Manual', 'Sensor', 'Arduino', 'Cloud', 'Scheduling', 'B-Hyve Smart Hose']",2.2,1116.65,0.5,"{'yield': 0.6000000000000001, 'electricity': 0.3, 'water': 0.6000000000000001, 'pesticides': 0.2, 'labor': 0.5}",6,"[<Decision_Model.decision_model.Decision object at 0x7f960b516790>, <Decision_Model.decision_model.Decision object at 0x7f960b5166d0>, <Decision_Model.decision_model.Decision object at 0x7f960b516640>, <Decision_Model.decision_model.Decision object at 0x7f960b5165e0>, <Decision_Model.decision_model.Decision object at 0x7f960b516550>, <Decision_Model.decision_model.Decision object at 0x7f960b516520>]"
106,"['Manual', 'Sensor', 'Arduino', 'Cloud', 'Scheduling', 'Rachio']",2.1,1121.5,0.5,"{'yield': 0.6000000000000001, 'electricity': 0.3, 'water': 0.6000000000000001, 'pesticides': 0.2, 'labor': 0.4}",6,"[<Decision_Model.decision_model.Decision object at 0x7f960b516790>, <Decision_Model.decision_model.Decision object at 0x7f960b5166d0>, <Decision_Model.decision_model.Decision object at 0x7f960b516640>, <Decision_Model.decision_model.Decision object at 0x7f960b5165e0>, <Decision_Model.decision_model.Decision object at 0x7f960b516550>, <Decision_Model.decision_model.Decision object at 0x7f960b5164f0>]"
107,"['Manual', 'Sensor', 'Arduino', 'Cloud', 'Scheduling', 'Raspberry Pi']",2.1,1116.5,0.5,"{'yield': 0.6000000000000001, 'electricity': 0.3, 'water': 0.6000000000000001, 'pesticides': 0.2, 'labor': 0.4}",6,"[<Decision_Model.decision_model.Decision object at 0x7f960b516790>, <Decision_Model.decision_model.Decision object at 0x7f960b5166d0>, <Decision_Model.decision_model.Decision object at 0x7f960b516640>, <Decision_Model.decision_model.Decision object at 0x7f960b5165e0>, <Decision_Model.decision_model.Decision object at 0x7f960b516550>, <Decision_Model.decision_model.Decision object at 0x7f960b5164c0>]"
108,"['Glass tube', 'Manual', 'Farmbeats Sensorbox', 'Raspberry Pi', 'Model Predictive Control', 'B-Hyve Smart Hose']",2.85,936.65,0.2,"{'yield': 0.75, 'electricity': 0.1, 'water': 0.75, 'pesticides': 0.35, 'labor': 0.9}",6,"[<Decision_Model.decision_model.Decision object at 0x7f960b516760>, <Decision_Model.decision_model.Decision object at 0x7f960b516700>, <Decision_Model.decision_model.Decision object at 0x7f960b5166a0>, <Decision_Model.decision_model.Decision object at 0x7f960b516610>, <Decision_Model.decision_model.Decision object at 0x7f960b5165b0>, <Decision_Model.decision_model.Decision object at 0x7f960b516520>]"
109,"['Glass tube', 'Manual', 'Farmbeats Sensorbox', 'Raspberry Pi', 'Model Predictive Control', 'Rachio']",2.75,941.5,0.2,"{'yield': 0.75, 'electricity': 0.1, 'water': 0.75, 'pesticides': 0.35, 'labor': 0.8}",6,"[<Decision_Model.decision_model.Decision object at 0x7f960b516760>, <Decision_Model.decision_model.Decision object at 0x7f960b516700>, <Decision_Model.decision_model.Decision object at 0x7f960b5166a0>, <Decision_Model.decision_model.Decision object at 0x7f960b516610>, <Decision_Model.decision_model.Decision object at 0x7f960b5165b0>, <Decision_Model.decision_model.Decision object at 0x7f960b5164f0>]"
110,"['Glass tube', 'Manual', 'Farmbeats Sensorbox', 'Raspberry Pi', 'Model Predictive Control', 'Raspberry Pi']",2.75,936.5,0.2,"{'yield': 0.75, 'electricity': 0.1, 'water': 0.75, 'pesticides': 0.35, 'labor': 0.8}",6,"[<Decision_Model.decision_model.Decision object at 0x7f960b516760>, <Decision_Model.decision_model.Decision object at 0x7f960b516700>, <Decision_Model.decision_model.Decision object at 0x7f960b5166a0>, <Decision_Model.decision_model.Decision object at 0x7f960b516610>, <Decision_Model.decision_model.Decision object at 0x7f960b5165b0>, <Decision_Model.decision_model.Decision object at 0x7f960b5164c0>]"
111,"['Glass tube', 'Manual', 'Farmbeats Sensorbox', 'Raspberry Pi', 'On/Off Control', 'B-Hyve Smart Hose']",2.85,936.65,0.2,"{'yield': 0.75, 'electricity': 0.1, 'water': 0.75, 'pesticides': 0.35, 'labor': 0.9}",6,"[<Decision_Model.decision_model.Decision object at 0x7f960b516760>, <Decision_Model.decision_model.Decision object at 0x7f960b516700>, <Decision_Model.decision_model.Decision object at 0x7f960b5166a0>, <Decision_Model.decision_model.Decision object at 0x7f960b516610>, <Decision_Model.decision_model.Decision object at 0x7f960b516580>, <Decision_Model.decision_model.Decision object at 0x7f960b516520>]"
112,"['Glass tube', 'Manual', 'Farmbeats Sensorbox', 'Raspberry Pi', 'On/Off Control', 'Rachio']",2.75,941.5,0.2,"{'yield': 0.75, 'electricity': 0.1, 'water': 0.75, 'pesticides': 0.35, 'labor': 0.8}",6,"[<Decision_Model.decision_model.Decision object at 0x7f960b516760>, <Decision_Model.decision_model.Decision object at 0x7f960b516700>, <Decision_Model.decision_model.Decision object at 0x7f960b5166a0>, <Decision_Model.decision_model.Decision object at 0x7f960b516610>, <Decision_Model.decision_model.Decision object at 0x7f960b516580>, <Decision_Model.decision_model.Decision object at 0x7f960b5164f0>]"
113,"['Glass tube', 'Manual', 'Farmbeats Sensorbox', 'Raspberry Pi', 'On/Off Control', 'Raspberry Pi']",2.75,936.5,0.2,"{'yield': 0.75, 'electricity': 0.1, 'water': 0.75, 'pesticides': 0.35, 'labor': 0.8}",6,"[<Decision_Model.decision_model.Decision object at 0x7f960b516760>, <Decision_Model.decision_model.Decision object at 0x7f960b516700>, <Decision_Model.decision_model.Decision object at 0x7f960b5166a0>, <Decision_Model.decision_model.Decision object at 0x7f960b516610>, <Decision_Model.decision_model.Decision object at 0x7f960b516580>, <Decision_Model.decision_model.Decision object at 0x7f960b5164c0>]"
114,"['Glass tube', 'Manual', 'Farmbeats Sensorbox', 'Raspberry Pi', 'Scheduling', 'B-Hyve Smart Hose']",2.5500000000000003,936.65,0.2,"{'yield': 0.75, 'electricity': 0.1, 'water': 0.75, 'pesticides': 0.35, 'labor': 0.6}",6,"[<Decision_Model.decision_model.Decision object at 0x7f960b516760>, <Decision_Model.decision_model.Decision object at 0x7f960b516700>, <Decision_Model.decision_model.Decision object at 0x7f960b5166a0>, <Decision_Model.decision_model.Decision object at 0x7f960b516610>, <Decision_Model.decision_model.Decision object at 0x7f960b516550>, <Decision_Model.decision_model.Decision object at 0x7f960b516520>]"
115,"['Glass tube', 'Manual', 'Farmbeats Sensorbox', 'Raspberry Pi', 'Scheduling', 'Rachio']",2.45,941.5,0.2,"{'yield': 0.75, 'electricity': 0.1, 'water': 0.75, 'pesticides': 0.35, 'labor': 0.5}",6,"[<Decision_Model.decision_model.Decision object at 0x7f960b516760>, <Decision_Model.decision_model.Decision object at 0x7f960b516700>, <Decision_Model.decision_model.Decision object at 0x7f960b5166a0>, <Decision_Model.decision_model.Decision object at 0x7f960b516610>, <Decision_Model.decision_model.Decision object at 0x7f960b516550>, <Decision_Model.decision_model.Decision object at 0x7f960b5164f0>]"
116,"['Glass tube', 'Manual', 'Farmbeats Sensorbox', 'Raspberry Pi', 'Scheduling', 'Raspberry Pi']",2.45,936.5,0.2,"{'yield': 0.75, 'electricity': 0.1, 'water': 0.75, 'pesticides': 0.35, 'labor': 0.5}",6,"[<Decision_Model.decision_model.Decision object at 0x7f960b516760>, <Decision_Model.decision_model.Decision object at 0x7f960b516700>, <Decision_Model.decision_model.Decision object at 0x7f960b5166a0>, <Decision_Model.decision_model.Decision object at 0x7f960b516610>, <Decision_Model.decision_model.Decision object at 0x7f960b516550>, <Decision_Model.decision_model.Decision object at 0x7f960b5164c0>]"
117,"['Glass tube', 'Manual', 'Farmbeats Sensorbox', 'Cloud', 'Model Predictive Control', 'B-Hyve Smart Hose']",2.85,901.65,0.2,"{'yield': 0.75, 'electricity': 0.1, 'water': 0.75, 'pesticides': 0.35, 'labor': 0.9}",6,"[<Decision_Model.decision_model.Decision object at 0x7f960b516760>, <Decision_Model.decision_model.Decision object at 0x7f960b516700>, <Decision_Model.decision_model.Decision object at 0x7f960b5166a0>, <Decision_Model.decision_model.Decision object at 0x7f960b5165e0>, <Decision_Model.decision_model.Decision object at 0x7f960b5165b0>, <Decision_Model.decision_model.Decision object at 0x7f960b516520>]"
118,"['Glass tube', 'Manual', 'Farmbeats Sensorbox', 'Cloud', 'Model Predictive Control', 'Rachio']",2.75,906.5,0.2,"{'yield': 0.75, 'electricity': 0.1, 'water': 0.75, 'pesticides': 0.35, 'labor': 0.8}",6,"[<Decision_Model.decision_model.Decision object at 0x7f960b516760>, <Decision_Model.decision_model.Decision object at 0x7f960b516700>, <Decision_Model.decision_model.Decision object at 0x7f960b5166a0>, <Decision_Model.decision_model.Decision object at 0x7f960b5165e0>, <Decision_Model.decision_model.Decision object at 0x7f960b5165b0>, <Decision_Model.decision_model.Decision object at 0x7f960b5164f0>]"
119,"['Glass tube', 'Manual', 'Farmbeats Sensorbox', 'Cloud', 'Model Predictive Control', 'Raspberry Pi']",2.75,901.5,0.2,"{'yield': 0.75, 'electricity': 0.1, 'water': 0.75, 'pesticides': 0.35, 'labor': 0.8}",6,"[<Decision_Model.decision_model.Decision object at 0x7f960b516760>, <Decision_Model.decision_model.Decision object at 0x7f960b516700>, <Decision_Model.decision_model.Decision object at 0x7f960b5166a0>, <Decision_Model.decision_model.Decision object at 0x7f960b5165e0>, <Decision_Model.decision_model.Decision object at 0x7f960b5165b0>, <Decision_Model.decision_model.Decision object at 0x7f960b5164c0>]"
120,"['Glass tube', 'Manual', 'Farmbeats Sensorbox', 'Cloud', 'On/Off Control', 'B-Hyve Smart Hose']",2.85,901.65,0.2,"{'yield': 0.75, 'electricity': 0.1, 'water': 0.75, 'pesticides': 0.35, 'labor': 0.9}",6,"[<Decision_Model.decision_model.Decision object at 0x7f960b516760>, <Decision_Model.decision_model.Decision object at 0x7f960b516700>, <Decision_Model.decision_model.Decision object at 0x7f960b5166a0>, <Decision_Model.decision_model.Decision object at 0x7f960b5165e0>, <Decision_Model.decision_model.Decision object at 0x7f960b516580>, <Decision_Model.decision_model.Decision object at 0x7f960b516520>]"
121,"['Glass tube', 'Manual', 'Farmbeats Sensorbox', 'Cloud', 'On/Off Control', 'Rachio']",2.75,906.5,0.2,"{'yield': 0.75, 'electricity': 0.1, 'water': 0.75, 'pesticides': 0.35, 'labor': 0.8}",6,"[<Decision_Model.decision_model.Decision object at 0x7f960b516760>, <Decision_Model.decision_model.Decision object at 0x7f960b516700>, <Decision_Model.decision_model.Decision object at 0x7f960b5166a0>, <Decision_Model.decision_model.Decision object at 0x7f960b5165e0>, <Decision_Model.decision_model.Decision object at 0x7f960b516580>, <Decision_Model.decision_model.Decision object at 0x7f960b5164f0>]"
122,"['Glass tube', 'Manual', 'Farmbeats Sensorbox', 'Cloud', 'On/Off Control', 'Raspberry Pi']",2.75,901.5,0.2,"{'yield': 0.75, 'electricity': 0.1, 'water': 0.75, 'pesticides': 0.35, 'labor': 0.8}",6,"[<Decision_Model.decision_model.Decision object at 0x7f960b516760>, <Decision_Model.decision_model.Decision object at 0x7f960b516700>, <Decision_Model.decision_model.Decision object at 0x7f960b5166a0>, <Decision_Model.decision_model.Decision object at 0x7f960b5165e0>, <Decision_Model.decision_model.Decision object at 0x7f960b516580>, <Decision_Model.decision_model.Decision object at 0x7f960b5164c0>]"
123,"['Glass tube', 'Manual', 'Farmbeats Sensorbox', 'Cloud', 'Scheduling', 'B-Hyve Smart Hose']",2.5500000000000003,901.65,0.2,"{'yield': 0.75, 'electricity': 0.1, 'water': 0.75, 'pesticides': 0.35, 'labor': 0.6}",6,"[<Decision_Model.decision_model.Decision object at 0x7f960b516760>, <Decision_Model.decision_model.Decision object at 0x7f960b516700>, <Decision_Model.decision_model.Decision object at 0x7f960b5166a0>, <Decision_Model.decision_model.Decision object at 0x7f960b5165e0>, <Decision_Model.decision_model.Decision object at 0x7f960b516550>, <Decision_Model.decision_model.Decision object at 0x7f960b516520>]"
124,"['Glass tube', 'Manual', 'Farmbeats Sensorbox', 'Cloud', 'Scheduling', 'Rachio']",2.45,906.5,0.2,"{'yield': 0.75, 'electricity': 0.1, 'water': 0.75, 'pesticides': 0.35, 'labor': 0.5}",6,"[<Decision_Model.decision_model.Decision object at 0x7f960b516760>, <Decision_Model.decision_model.Decision object at 0x7f960b516700>, <Decision_Model.decision_model.Decision object at 0x7f960b5166a0>, <Decision_Model.decision_model.Decision object at 0x7f960b5165e0>, <Decision_Model.decision_model.Decision object at 0x7f960b516550>, <Decision_Model.decision_model.Decision object at 0x7f960b5164f0>]"
125,"['Glass tube', 'Manual', 'Farmbeats Sensorbox', 'Cloud', 'Scheduling', 'Raspberry Pi']",2.45,901.5,0.2,"{'yield': 0.75, 'electricity': 0.1, 'water': 0.75, 'pesticides': 0.35, 'labor': 0.5}",6,"[<Decision_Model.decision_model.Decision object at 0x7f960b516760>, <Decision_Model.decision_model.Decision object at 0x7f960b516700>, <Decision_Model.decision_model.Decision object at 0x7f960b5166a0>, <Decision_Model.decision_model.Decision object at 0x7f960b5165e0>, <Decision_Model.decision_model.Decision object at 0x7f960b516550>, <Decision_Model.decision_model.Decision object at 0x7f960b5164c0>]"
126,"['Glass tube', 'Manual', 'CR6 Datalogger', 'Raspberry Pi', 'Model Predictive Control', 'B-Hyve Smart Hose']",2.3000000000000003,1336.65,0.2,"{'yield': 0.45000000000000007, 'electricity': 0.5, 'water': 0.5, 'pesticides': 0.1, 'labor': 0.75}",6,"[<Decision_Model.decision_model.Decision object at 0x7f960b516760>, <Decision_Model.decision_model.Decision object at 0x7f960b516700>, <Decision_Model.decision_model.Decision object at 0x7f960b516670>, <Decision_Model.decision_model.Decision object at 0x7f960b516610>, <Decision_Model.decision_model.Decision object at 0x7f960b5165b0>, <Decision_Model.decision_model.Decision object at 0x7f960b516520>]"
127,"['Glass tube', 'Manual', 'CR6 Datalogger', 'Raspberry Pi', 'Model Predictive Control', 'Rachio']",2.2,1341.5,0.2,"{'yield': 0.45000000000000007, 'electricity': 0.5, 'water': 0.5, 'pesticides': 0.1, 'labor': 0.65}",6,"[<Decision_Model.decision_model.Decision object at 0x7f960b516760>, <Decision_Model.decision_model.Decision object at 0x7f960b516700>, <Decision_Model.decision_model.Decision object at 0x7f960b516670>, <Decision_Model.decision_model.Decision object at 0x7f960b516610>, <Decision_Model.decision_model.Decision object at 0x7f960b5165b0>, <Decision_Model.decision_model.Decision object at 0x7f960b5164f0>]"
128,"['Glass tube', 'Manual', 'CR6 Datalogger', 'Raspberry Pi', 'Model Predictive Control', 'Raspberry Pi']",2.2,1336.5,0.2,"{'yield': 0.45000000000000007, 'electricity': 0.5, 'water': 0.5, 'pesticides': 0.1, 'labor': 0.65}",6,"[<Decision_Model.decision_model.Decision object at 0x7f960b516760>, <Decision_Model.decision_model.Decision object at 0x7f960b516700>, <Decision_Model.decision_model.Decision object at 0x7f960b516670>, <Decision_Model.decision_model.Decision object at 0x7f960b516610>, <Decision_Model.decision_model.Decision object at 0x7f960b5165b0>, <Decision_Model.decision_model.Decision object at 0x7f960b5164c0>]"
